Model,Manufacturer,Architecture,Foundry,ReleaseDate,TransistorCount_B,TDP_W,ProcessSize_nm,DieSize_mm2,TFLOPS,MemoryBandwidth_GBs,BaseClock_MHz,BoostClock_MHz,TransistorDensity_M_mm2,MemorySize_GB,MemoryType,ShadingUnits
Scrapper Lite,AMD,TeraScale 3,GlobalFoundries,2013-07-01,1.303,65,32,246.0,0.1946,,760.0,760.0,5.3,,System Shared,128
Kalindi,AMD,GCN 2.0,TSMC,2013-11-23,1.178,25,28,110.0,0.1536,,600.0,600.0,10.7,,System Shared,128
Kalindi,AMD,GCN 2.0,TSMC,2013-11-23,1.178,25,28,110.0,0.1536,,600.0,600.0,10.7,,System Shared,128
Kalindi,AMD,GCN 2.0,TSMC,2013-04-23,1.178,25,28,110.0,0.1536,,600.0,600.0,10.7,,System Shared,128
Scrapper,AMD,TeraScale 3,GlobalFoundries,2013-05-23,1.303,35,32,246.0,0.2304,,450.0,600.0,5.3,,System Shared,192
Caicos,AMD,TeraScale 2,TSMC,2013-01-08,0.37,18,40,67.0,0.2,10.67,625.0,625.0,5.5,1.0,DDR3,160
Scrapper,AMD,TeraScale 3,GlobalFoundries,2013-05-23,1.303,35,32,246.0,0.2765,,533.0,720.0,5.3,,System Shared,192
Caicos,AMD,TeraScale 2,TSMC,2013-01-08,0.37,35,40,67.0,0.248,25.6,775.0,775.0,5.5,1.0,GDDR5,160
Scrapper,AMD,TeraScale 3,GlobalFoundries,2013-07-29,1.303,65,32,246.0,0.3072,,800.0,800.0,5.3,,System Shared,192
Caicos,AMD,TeraScale 2,TSMC,2013-07-23,0.37,35,40,67.0,0.28,14.4,875.0,875.0,5.5,1.0,DDR3,160
Redwood,AMD,TeraScale 2,TSMC,2013-04-24,0.627,39,40,104.0,0.52,16.0,650.0,650.0,6.0,1.0,GDDR3,400
Devastator,AMD,TeraScale 3,GlobalFoundries,2013-05-23,1.303,35,32,246.0,0.4255,,554.0,554.0,5.3,,System Shared,384
Turks,AMD,TeraScale 2,TSMC,2013-10-25,0.716,60,40,118.0,0.624,25.6,650.0,650.0,6.1,1.0,GDDR3,480
Scrapper,AMD,TeraScale 3,GlobalFoundries,2013-05-23,1.303,65,32,246.0,0.43210000000000004,,720.0,844.0,5.3,,System Shared,256
Devastator Lite,AMD,TeraScale 3,GlobalFoundries,2013-05-23,1.303,35,32,246.0,0.3379,,515.0,660.0,5.3,,System Shared,256
Oland,AMD,GCN 1.0,TSMC,2013-01-08,0.95,50,28,77.0,0.599,28.8,730.0,780.0,12.3,2.0,GDDR3,384
Turks,AMD,TeraScale 2,TSMC,2013-07-23,0.716,60,40,118.0,0.624,25.6,650.0,650.0,6.1,1.0,GDDR3,480
Sun,AMD,GCN 1.0,TSMC,2013-03-01,0.69,,28,56.0,0.528,16.0,750.0,825.0,12.3,1.0,DDR3,320
Devastator Lite,AMD,TeraScale 3,GlobalFoundries,2013-07-10,1.303,65,32,246.0,0.4096,,800.0,800.0,5.3,,System Shared,256
Sun,AMD,GCN 1.0,TSMC,2013-03-01,0.69,,28,56.0,0.528,16.0,750.0,825.0,12.3,1.0,DDR3,320
Sun,AMD,GCN 1.0,TSMC,2013-03-01,0.69,,28,56.0,0.528,36.0,750.0,825.0,12.3,1.0,GDDR5,320
Devastator,AMD,TeraScale 3,GlobalFoundries,2013-05-23,1.303,35,32,246.0,0.4808,,533.0,626.0,5.3,,System Shared,384
Scrapper,AMD,TeraScale 3,GlobalFoundries,2013-12-28,1.303,65,32,246.0,0.6482,,720.0,844.0,5.3,,System Shared,384
Devastator,AMD,TeraScale 3,GlobalFoundries,2013-05-23,1.303,35,32,246.0,0.553,,533.0,720.0,5.3,,System Shared,384
Oland,AMD,GCN 1.0,TSMC,2013-01-08,0.95,75,28,77.0,0.8064,73.6,1000.0,1050.0,12.3,2.0,GDDR5,384
Mars,AMD,GCN 1.0,TSMC,2013-02-02,0.95,45,28,77.0,0.4608,16.0,600.0,600.0,12.3,1.0,DDR3,384
Devastator,AMD,TeraScale 3,GlobalFoundries,2013-03-12,1.303,100,32,246.0,0.6482,,844.0,844.0,5.3,,System Shared,384
Sun,AMD,GCN 1.0,TSMC,2013-03-01,0.69,,28,56.0,0.624,14.4,925.0,975.0,12.3,1.0,DDR3,320
Sun,AMD,GCN 1.0,TSMC,2013-03-01,0.69,,28,56.0,0.624,32.0,925.0,975.0,12.3,2.0,GDDR5,320
Cape Verde,AMD,GCN 1.0,TSMC,2013-09-05,1.5,47,28,123.0,0.6144,72.0,800.0,800.0,12.2,1.0,GDDR5,384
Mars,AMD,GCN 1.0,TSMC,2013-04-01,0.95,,28,77.0,0.5376000000000001,32.0,650.0,700.0,12.3,1.0,DDR3,384
Mars,AMD,GCN 1.0,TSMC,2013-04-01,0.95,,28,77.0,0.5376000000000001,28.8,650.0,700.0,12.3,2.0,DDR3,384
Cape Verde,AMD,GCN 1.0,TSMC,2013-09-05,1.5,55,28,123.0,0.8192,72.0,800.0,800.0,12.2,1.0,GDDR5,512
Mars,AMD,GCN 1.0,TSMC,2013-02-02,0.95,45,28,77.0,0.4608,16.0,600.0,600.0,12.3,1.0,DDR3,384
Mars,AMD,GCN 1.0,TSMC,2013-02-26,0.95,,28,77.0,0.5146000000000001,64.0,670.0,670.0,12.3,1.0,GDDR5,384
Cape Verde,AMD,GCN 1.0,TSMC,2013-01-08,1.5,80,28,123.0,1.28,72.0,1000.0,1000.0,12.2,2.0,GDDR5,640
Bonaire,AMD,GCN 2.0,TSMC,2013-09-02,2.08,85,28,160.0,1.882,96.0,1050.0,1050.0,13.0,1.0,GDDR5,896
Mars,AMD,GCN 1.0,TSMC,2013-04-01,0.95,,28,77.0,0.6336,72.0,775.0,825.0,12.3,2.0,GDDR5,384
Mars,AMD,GCN 1.0,TSMC,2013-04-01,0.95,,28,77.0,0.6912,64.0,850.0,900.0,12.3,2.0,GDDR5,384
Venus,AMD,GCN 1.0,TSMC,2013-04-01,1.5,,28,123.0,0.8,32.0,575.0,625.0,12.2,2.0,DDR3,640
Venus,AMD,GCN 1.0,TSMC,2013-04-01,1.5,,28,123.0,0.8,64.0,575.0,625.0,12.2,2.0,GDDR5,640
Curacao,AMD,GCN 1.0,TSMC,2013-01-08,2.8,175,28,212.0,2.368,179.2,925.0,925.0,13.2,2.0,GDDR5,1280
Pitcairn,AMD,GCN 1.0,TSMC,2013-01-08,2.8,175,28,212.0,2.56,153.6,1000.0,1000.0,13.2,2.0,GDDR5,1280
Venus,AMD,GCN 1.0,TSMC,2013-04-01,1.5,,28,123.0,0.992,72.0,725.0,775.0,12.2,2.0,GDDR5,640
Tahiti,AMD,GCN 1.0,TSMC,2013-01-08,4.313,200,28,352.0,3.315,240.0,850.0,925.0,12.3,3.0,GDDR5,1792
Saturn,AMD,GCN 2.0,TSMC,2013-05-14,2.08,100,28,160.0,1.651,88.0,1075.0,1075.0,13.0,2.0,GDDR5,768
Tahiti,AMD,GCN 1.0,TSMC,2013-01-08,4.313,250,28,352.0,3.789,264.0,925.0,925.0,12.3,3.0,GDDR5,2048
Neptune,AMD,GCN 1.0,TSMC,2013-05-14,2.8,100,28,212.0,2.304,153.6,850.0,900.0,13.2,4.0,GDDR5,1280
Malta,AMD,GCN 1.0,TSMC,2013-04-24,4.313,375,28,365.0,4.096,288.0,950.0,1000.0,11.8,3.0,GDDR5,2048
Cedar,AMD,TeraScale 2,TSMC,2013-12-21,0.292,19,40,59.0,0.104,8.528,650.0,650.0,4.9,1.0,DDR3,80
Caicos,AMD,TeraScale 2,TSMC,2013-12-21,0.37,19,40,67.0,0.2,10.67,625.0,625.0,5.5,1.0,DDR3,160
Caicos,AMD,TeraScale 2,TSMC,2013-12-21,0.37,35,40,67.0,0.248,14.4,775.0,775.0,5.5,1.0,DDR3,160
Caicos,AMD,TeraScale 2,TSMC,2013-12-21,0.37,18,40,67.0,0.28,14.4,875.0,875.0,5.5,1.0,DDR3,160
Oland,AMD,GCN 1.0,TSMC,2013-11-01,0.95,50,28,77.0,0.599,14.4,730.0,780.0,12.3,2.0,DDR3,384
Sun,AMD,GCN 1.0,TSMC,2014-05-31,0.69,,28,56.0,0.544,14.4,780.0,850.0,12.3,1.0,DDR3,320
Oland,AMD,GCN 1.0,TSMC,2013-10-08,0.95,30,28,77.0,0.448,73.6,650.0,700.0,12.3,2.0,GDDR5,320
Oland,AMD,GCN 1.0,TSMC,2013-11-01,0.95,50,28,77.0,0.4992,28.8,730.0,780.0,12.3,2.0,DDR3,320
Oland,AMD,GCN 1.0,TSMC,2013-10-08,0.95,65,28,77.0,0.8064,73.6,1000.0,1050.0,12.3,1.0,GDDR5,384
Oland,AMD,GCN 1.0,TSMC,2013-10-08,0.95,65,28,77.0,0.8064,32.0,1000.0,1050.0,12.3,2.0,DDR3,384
Cape Verde,AMD,GCN 1.0,TSMC,2013-12-20,1.5,55,28,123.0,0.8192,72.0,800.0,800.0,12.2,1.0,GDDR5,512
Bonaire,AMD,GCN 2.0,TSMC,2013-12-17,2.08,95,28,160.0,1.536,96.0,1000.0,1000.0,13.0,2.0,GDDR5,768
Bonaire,AMD,GCN 2.0,TSMC,2013-10-08,2.08,115,28,160.0,1.971,104.0,1100.0,1100.0,13.0,2.0,GDDR5,896
Cape Verde,AMD,GCN 1.0,TSMC,2013-12-21,1.5,65,28,123.0,0.9522999999999999,73.6,900.0,930.0,12.2,2.0,GDDR5,512
Haswell GT1,Intel,Generation 7.5,Intel,2013-04-29,,45,22,,0.16,,200.0,1000.0,,,System Shared,80
Haswell GT1,Intel,Generation 7.5,Intel,2013-04-29,,45,22,,0.136,,200.0,850.0,,,System Shared,80
Bay Trail GT1,Intel,Generation 7.0,Intel,2013-09-02,,4,22,,0.04134,,311.0,646.0,,,System Shared,32
Haswell GT2,Intel,Generation 7.5,Intel,2013-09-02,,4,22,,0.272,,200.0,850.0,,,System Shared,160
Haswell GT2,Intel,Generation 7.5,Intel,2013-09-03,,20,22,,0.368,,200.0,1150.0,,,System Shared,160
Haswell GT2,Intel,Generation 7.5,Intel,2013-09-03,,20,22,,0.304,,200.0,950.0,,,System Shared,160
Haswell GT2,Intel,Generation 7.5,Intel,2013-06-03,,45,22,,0.352,,350.0,1100.0,,,System Shared,160
Haswell GT2,Intel,Generation 7.5,Intel,2013-05-27,,20,22,,0.352,,400.0,1100.0,,,System Shared,160
Haswell GT3,Intel,Generation 7.5,Intel,2013-05-27,1.3,30,22,181.0,0.64,,200.0,1000.0,7.2,,System Shared,320
Haswell GT2,Intel,Generation 7.5,Intel,2013-06-01,,84,22,,0.384,,350.0,1200.0,,,System Shared,160
Haswell GT2,Intel,Generation 7.5,Intel,2013-06-01,,86,22,,0.416,,350.0,1300.0,,,System Shared,160
Haswell GT3,Intel,Generation 7.5,Intel,2013-05-27,1.3,30,22,181.0,0.704,,200.0,1100.0,7.2,,System Shared,320
Haswell GT3e,Intel,Generation 7.5,Intel,2013-06-03,,45,22,,0.736,,200.0,1150.0,,,System Shared,320
Haswell GT3e,Intel,Generation 7.5,Intel,2013-05-27,,30,22,,0.768,,200.0,1200.0,,,System Shared,320
Knights Corner,Intel,Knights,Intel,2013-06-17,5.0,245,22,720.0,2.022,320.0,1053.0,1053.0,6.9,8.0,GDDR5,960
Knights Corner,Intel,Knights,Intel,2013-06-17,5.0,300,22,720.0,2.602,352.0,1238.0,1333.0,6.9,16.0,GDDR5,976
Knights Corner,Intel,Knights,Intel,2013-06-17,5.0,300,22,720.0,2.602,352.0,1238.0,1333.0,6.9,16.0,GDDR5,976
Xenos Corona,ATI,TeraScale,TSMC,2013-06-10,0.372,120,45,168.0,0.24,22.4,500.0,500.0,2.2,0.5,GDDR3,240
GF117,NVIDIA,Fermi 2.0,TSMC,2014-07-01,0.585,33,28,116.0,0.29760000000000003,16.02,775.0,775.0,5.0,1.0,DDR3,96
GF119S,NVIDIA,Fermi 2.0,TSMC,2014-03-17,0.292,15,40,79.0,0.0912,14.4,475.0,475.0,3.7,1.0,DDR3,48
GF117,NVIDIA,Fermi 2.0,TSMC,2014-03-17,0.585,15,28,116.0,0.1417,14.4,738.0,738.0,5.0,1.0,DDR3,48
GK208,NVIDIA,Kepler 2.0,TSMC,2014-07-22,1.02,15,28,87.0,0.2911,16.02,719.0,758.0,11.7,1.0,DDR3,192
GK208,NVIDIA,Kepler 2.0,TSMC,2014-07-22,1.02,15,28,87.0,0.2911,14.4,719.0,758.0,11.7,1.0,DDR3,192
GK107,NVIDIA,Kepler,TSMC,2015-03-21,1.27,45,28,118.0,0.7296,14.4,835.0,950.0,10.8,2.0,DDR3,384
GF117,NVIDIA,Fermi 2.0,TSMC,2014-03-17,0.585,15,28,116.0,0.24,16.02,625.0,625.0,5.0,1.0,DDR3,96
GK208,NVIDIA,Kepler 2.0,TSMC,2014-01-27,1.02,33,28,87.0,0.7227,14.4,850.0,941.0,11.7,1.0,DDR3,384
GM108,NVIDIA,Maxwell,TSMC,2014-07-22,1.02,33,28,77.0,0.5888,16.02,1082.0,1150.0,13.2,2.0,DDR3,256
GM108,NVIDIA,Maxwell,TSMC,2014-03-12,1.02,33,28,77.0,0.5888,14.4,1082.0,1150.0,13.2,2.0,DDR3,256
GM108,NVIDIA,Maxwell,TSMC,2014-03-17,1.02,33,28,77.0,0.8632000000000001,16.02,1029.0,1124.0,13.2,2.0,DDR3,384
GM108S,NVIDIA,Maxwell,TSMC,2014-03-12,1.02,33,28,77.0,0.8632000000000001,16.02,1029.0,1124.0,13.2,2.0,DDR3,384
GF119S,NVIDIA,Fermi 2.0,TSMC,2014-03-27,0.292,29,40,79.0,0.1678,13.2,874.0,874.0,3.7,1.0,DDR3,48
GF119S,NVIDIA,Fermi 2.0,TSMC,2016-01-26,0.292,29,40,79.0,0.1555,14.37,810.0,810.0,3.7,1.0,DDR3,48
GK208B,NVIDIA,Kepler 2.0,TSMC,2014-03-27,1.02,19,28,87.0,0.3663,12.8,954.0,954.0,11.7,1.0,DDR3,192
GK208,NVIDIA,Kepler 2.0,TSMC,2014-03-27,1.02,19,28,87.0,0.7427,14.4,967.0,967.0,11.7,2.0,DDR3,384
GF117,NVIDIA,Fermi 2.0,TSMC,2014-07-01,0.585,33,28,116.0,0.29760000000000003,16.02,775.0,775.0,5.0,1.0,DDR3,96
GF108,NVIDIA,Fermi,TSMC,2014-06-18,0.585,49,40,116.0,0.26880000000000004,25.6,700.0,700.0,5.0,2.0,DDR3,96
GK208,NVIDIA,Kepler 2.0,TSMC,2014-07-01,1.02,33,28,87.0,0.5821000000000001,16.02,719.0,758.0,11.7,1.0,DDR3,384
GK107,NVIDIA,Kepler,TSMC,2014-05-29,1.27,64,28,118.0,0.7626000000000001,80.19,993.0,993.0,10.8,1.0,GDDR5,384
GK104,NVIDIA,Kepler,TSMC,2014-09-13,3.54,140,28,294.0,1.981,144.2,980.0,1032.0,12.0,2.0,GDDR5,960
GM107,NVIDIA,Maxwell,TSMC,2014-02-18,1.87,55,28,148.0,0.7933,28.8,1033.0,1033.0,12.6,4.0,DDR3,384
GM107,NVIDIA,Maxwell,TSMC,2014-02-18,1.87,55,28,148.0,1.111,80.19,1020.0,1085.0,12.6,1.0,GDDR5,512
GM107,NVIDIA,Maxwell,TSMC,2014-02-18,1.87,60,28,148.0,1.3888,86.4,1020.0,1085.0,12.6,2.0,GDDR5,640
GK106,NVIDIA,Kepler,TSMC,2014-03-17,2.54,55,28,221.0,1.1044,64.13,628.0,719.0,11.5,1.0,GDDR5,768
GM107,NVIDIA,Maxwell,TSMC,2014-03-17,1.87,45,28,148.0,1.1545999999999998,28.8,902.0,902.0,12.6,2.0,DDR3,640
GM107,NVIDIA,Maxwell,TSMC,2014-03-12,1.87,45,28,148.0,1.1545999999999998,32.03,902.0,902.0,12.6,2.0,DDR3,640
GM107,NVIDIA,Maxwell,TSMC,2014-01-13,1.87,75,28,148.0,1.3055999999999999,80.19,1020.0,1020.0,12.6,2.0,GDDR5,640
GK104,NVIDIA,Kepler,TSMC,2014-03-12,3.54,100,28,294.0,2.599,120.0,941.0,967.0,12.0,3.0,GDDR5,1344
GK104,NVIDIA,Kepler,TSMC,2014-03-12,3.54,122,28,294.0,3.05,160.0,954.0,993.0,12.0,8.0,GDDR5,1536
GM204,NVIDIA,Maxwell 2.0,TSMC,2014-09-19,5.2,148,28,398.0,3.92,224.4,1050.0,1178.0,13.1,4.0,GDDR5,1664
GM204,NVIDIA,Maxwell 2.0,TSMC,2014-10-07,5.2,,28,398.0,2.657,120.3,924.0,1038.0,13.1,6.0,GDDR5,1280
GM204,NVIDIA,Maxwell 2.0,TSMC,2014-09-19,5.2,165,28,398.0,4.981,224.4,1127.0,1216.0,13.1,4.0,GDDR5,2048
GM204,NVIDIA,Maxwell 2.0,TSMC,2014-10-07,5.2,,28,398.0,3.462,160.4,1038.0,1127.0,13.1,8.0,GDDR5,1536
GK110B,NVIDIA,Kepler,TSMC,2014-02-18,7.08,250,28,561.0,5.645,336.0,889.0,980.0,12.6,6.0,GDDR5,2880
GK110B,NVIDIA,Kepler,TSMC,2014-05-28,7.08,375,28,561.0,5.046,336.0,705.0,876.0,12.6,6.0,GDDR5,2880
GK107,NVIDIA,Kepler,TSMC,2014-07-02,1.27,130,28,118.0,0.32639999999999997,28.51,850.0,850.0,10.8,0.5,DDR3,192
GK104,NVIDIA,Kepler,TSMC,2014-07-02,3.54,225,28,294.0,2.289,160.0,745.0,745.0,12.0,0.5,GDDR5,1536
GK104,NVIDIA,Kepler,TSMC,2014-07-02,3.54,225,28,294.0,2.289,160.0,745.0,745.0,12.0,4.0,GDDR5,1536
GK104,NVIDIA,Kepler,TSMC,2014-07-02,3.54,225,28,294.0,2.289,160.0,745.0,745.0,12.0,4.0,GDDR5,1536
GK104,NVIDIA,Kepler,TSMC,2014-07-02,3.54,225,28,294.0,2.289,160.0,745.0,745.0,12.0,4.0,GDDR5,1536
GK104,NVIDIA,Kepler,TSMC,2014-07-02,3.54,225,28,294.0,2.289,160.0,745.0,745.0,12.0,4.0,GDDR5,1536
GK20A,NVIDIA,Kepler 2.0,TSMC,2014-10-15,,8,28,,0.36519999999999997,7.472,756.0,951.0,,2.0,DDR3L,192
GK107,NVIDIA,Kepler,TSMC,2014-08-22,1.27,35,28,118.0,0.32680000000000003,14.4,851.0,851.0,10.8,2.0,DDR3,192
GK107,NVIDIA,Kepler,TSMC,2014-08-22,1.27,35,28,118.0,0.2861,14.4,745.0,745.0,10.8,2.0,DDR3,192
GM107,NVIDIA,Maxwell,TSMC,2014-07-22,1.87,68,28,148.0,1.4387,80.19,1046.0,1124.0,12.6,4.0,GDDR5,640
GM107,NVIDIA,Maxwell,TSMC,2014-07-19,1.87,65,28,148.0,1.472,80.19,1150.0,1150.0,12.6,2.0,GDDR5,640
GK107,NVIDIA,Kepler,TSMC,2014-07-22,1.27,41,28,118.0,0.3364,28.51,876.0,876.0,10.8,1.0,DDR3,192
GK104,NVIDIA,Kepler,TSMC,2014-07-22,3.54,108,28,294.0,2.1070000000000007,172.8,771.0,784.0,12.0,4.0,GDDR5,1344
GK110B,NVIDIA,Kepler,TSMC,2014-07-22,7.08,150,28,561.0,3.553,192.3,667.0,771.0,12.6,8.0,GDDR5,2304
GM107,NVIDIA,Maxwell,TSMC,2014-07-22,1.87,45,28,148.0,0.8632000000000001,28.8,1058.0,1124.0,12.6,2.0,DDR3,384
GK104,NVIDIA,Kepler,TSMC,2014-09-16,3.54,100,28,294.0,2.491,160.0,693.0,811.0,12.0,8.0,GDDR5,1536
GK210,NVIDIA,Kepler 2.0,TSMC,2014-11-17,7.1,300,28,561.0,4.113000000000001,240.6,562.0,824.0,12.7,12.0,GDDR5,2496
Pitcairn,AMD,GCN 1.0,TSMC,2014-01-18,2.8,150,28,212.0,2.1760000000000006,162.6,850.0,850.0,13.2,2.0,GDDR5,1280
Tahiti,AMD,GCN 1.0,TSMC,2014-01-18,4.313,274,28,352.0,2.227,243.8,725.0,725.0,12.3,3.0,GDDR5,1536
Tahiti,AMD,GCN 1.0,TSMC,2014-01-18,4.313,274,28,352.0,3.482,263.0,850.0,850.0,12.3,6.0,GDDR5,2048
Tahiti,AMD,GCN 1.0,TSMC,2014-03-01,4.313,375,28,352.0,3.405,240.0,825.0,950.0,12.3,6.0,GDDR5,1792
Venus,AMD,GCN 1.0,TSMC,2014-08-07,1.5,45,28,123.0,0.992,72.0,725.0,775.0,12.2,2.0,GDDR5,640
Tahiti,AMD,GCN 1.0,TSMC,2014-08-07,4.313,225,28,352.0,3.226,264.0,900.0,900.0,12.3,12.0,GDDR5,1792
Hawaii,AMD,GCN 2.0,TSMC,2014-10-02,6.2,225,28,438.0,4.219000000000001,320.0,824.0,824.0,14.2,12.0,GDDR5,2560
Hawaii,AMD,GCN 2.0,TSMC,2014-08-07,6.2,235,28,438.0,5.069,320.0,900.0,900.0,14.2,16.0,GDDR5,2816
Oland,AMD,GCN 1.0,TSMC,2014-08-12,0.95,26,28,77.0,0.4352,28.8,630.0,680.0,12.3,2.0,DDR3,320
Cape Verde,AMD,GCN 1.0,TSMC,2014-08-13,1.5,50,28,123.0,0.6451,64.0,630.0,630.0,12.2,2.0,GDDR5,512
Opal,AMD,GCN 1.0,TSMC,2015-04-23,0.95,,28,77.0,0.6912,64.0,825.0,900.0,12.3,2.0,GDDR5,384
Bonaire,AMD,GCN 2.0,TSMC,2014-03-31,2.08,50,28,160.0,1.4285,96.0,930.0,930.0,13.0,4.0,GDDR5,768
Tropo,AMD,GCN 1.0,TSMC,2014-08-25,1.5,,28,123.0,1.184,72.0,900.0,925.0,12.2,2.0,GDDR5,640
Emerald,AMD,GCN 2.0,TSMC,2014-08-25,2.08,,28,160.0,1.971,96.0,1100.0,1100.0,13.0,2.0,GDDR5,896
Tonga,AMD,GCN 3.0,TSMC,2014-08-12,5.0,150,28,366.0,3.297,160.0,920.0,920.0,13.7,8.0,GDDR5,1792
Hawaii,AMD,GCN 2.0,TSMC,2014-06-23,6.2,220,28,438.0,4.219000000000001,320.0,824.0,824.0,14.2,8.0,GDDR5,2560
Hawaii,AMD,GCN 2.0,TSMC,2014-03-26,6.2,275,28,438.0,5.238,320.0,930.0,930.0,14.2,16.0,GDDR5,2816
Venus,AMD,GCN 1.0,TSMC,2014-01-25,1.5,37,28,123.0,0.8,72.0,575.0,625.0,12.2,2.0,GDDR5,640
Kalindi,AMD,GCN 2.0,TSMC,2014-01-31,1.178,8,28,110.0,0.0768,,300.0,300.0,10.7,,System Shared,128
Mars,AMD,GCN 1.0,TSMC,2014-01-10,0.95,,28,77.0,0.448,14.4,650.0,700.0,12.3,1.0,DDR3,320
Sun,AMD,GCN 1.0,TSMC,2014-07-13,0.69,,28,56.0,0.544,14.4,650.0,850.0,12.3,1.0,DDR3,320
Stoney,AMD,GCN 3.0,GlobalFoundries,2016-06-01,1.2,15,28,125.0,0.2515,,200.0,655.0,9.6,,System Shared,192
Stoney,AMD,GCN 3.0,GlobalFoundries,2016-06-01,1.2,15,28,125.0,0.2304,,400.0,600.0,9.6,,System Shared,192
Caicos,AMD,TeraScale 2,TSMC,2014-04-03,0.37,19,40,67.0,0.2,10.67,625.0,625.0,5.5,1.0,DDR3,160
Caicos,AMD,TeraScale 2,TSMC,2014-01-01,0.37,35,40,67.0,0.248,14.4,775.0,775.0,5.5,1.0,DDR3,160
Jet,AMD,GCN 1.0,TSMC,2014-01-07,0.69,,28,56.0,0.5472,16.0,780.0,855.0,12.3,4.0,DDR3,320
Jet,AMD,GCN 1.0,TSMC,2014-01-01,0.69,,28,56.0,0.6592,14.4,1030.0,1030.0,12.3,1.0,DDR3,320
Topaz,AMD,GCN 3.0,TSMC,2014-01-01,1.55,,28,125.0,0.7219,64.0,925.0,940.0,12.4,1.0,GDDR5,384
Wani,AMD,GCN 3.0,GlobalFoundries,2017-09-05,1.2,15,28,125.0,0.6912,,200.0,900.0,9.6,,System Shared,384
Jet,AMD,GCN 1.0,TSMC,2014-01-07,0.69,,28,56.0,0.39039999999999997,16.0,610.0,610.0,12.3,2.0,DDR3,320
Jet,AMD,GCN 1.0,TSMC,2014-09-18,0.69,,28,56.0,0.6592,14.4,1000.0,1030.0,12.3,1.0,DDR3,320
Mars,AMD,GCN 1.0,TSMC,2014-01-10,0.95,,28,77.0,0.5376000000000001,14.4,650.0,700.0,12.3,1.0,DDR3,384
Topaz,AMD,GCN 3.0,TSMC,2014-10-12,1.55,,28,125.0,0.7219,32.0,925.0,940.0,12.4,2.0,DDR3,384
Stoney,AMD,GCN 3.0,GlobalFoundries,2016-06-01,1.2,15,28,125.0,0.3252,,200.0,847.0,9.6,,System Shared,192
Stoney,AMD,GCN 3.0,GlobalFoundries,2016-06-01,1.2,15,28,125.0,0.3252,,200.0,847.0,9.6,,System Shared,192
Topaz,AMD,GCN 3.0,TSMC,2014-10-12,1.55,,28,125.0,0.7219,,925.0,940.0,12.4,,System Shared,384
Wani,AMD,GCN 3.0,GlobalFoundries,2015-11-07,1.2,15,28,125.0,0.553,,200.0,720.0,9.6,,System Shared,384
Cape Verde,AMD,GCN 1.0,TSMC,2014-02-13,1.5,80,28,123.0,1.216,72.0,950.0,950.0,12.2,1.0,GDDR5,640
Cape Verde,AMD,GCN 1.0,TSMC,2014-08-21,1.5,80,28,123.0,1.1008,72.0,860.0,860.0,12.2,1.0,GDDR5,640
Pitcairn,AMD,GCN 1.0,TSMC,2014-02-13,2.8,150,28,212.0,1.894,179.2,900.0,925.0,13.2,2.0,GDDR5,1024
Curacao,AMD,GCN 1.0,TSMC,2014-08-12,2.8,150,28,212.0,2.368,179.2,900.0,925.0,13.2,2.0,GDDR5,1280
Topaz,AMD,GCN 3.0,TSMC,2014-01-01,1.55,,28,125.0,0.7526,57.6,900.0,980.0,12.4,1.0,GDDR5,384
Opal,AMD,GCN 1.0,TSMC,2014-01-09,0.95,,28,77.0,0.6336,28.8,725.0,825.0,12.3,2.0,DDR3,384
Spectre,AMD,GCN 2.0,GlobalFoundries,2014-01-11,2.41,25,28,245.0,0.7373,,720.0,720.0,9.8,,System Shared,512
Topaz,AMD,GCN 3.0,TSMC,2014-06-11,1.55,,28,125.0,0.7526,14.4,940.0,980.0,12.4,2.0,DDR3,384
Jet,AMD,GCN 1.0,TSMC,2014-01-07,0.69,,28,56.0,0.5472,,780.0,855.0,12.3,,System Shared,320
Opal,AMD,GCN 1.0,TSMC,2014-01-09,0.95,,28,77.0,0.6336,28.8,725.0,825.0,12.3,2.0,DDR3,384
Jet,AMD,GCN 1.0,TSMC,2014-01-07,0.69,,28,56.0,0.5472,,780.0,855.0,12.3,,System Shared,320
Opal,AMD,GCN 1.0,TSMC,2014-01-09,0.95,,28,77.0,0.6336,28.8,725.0,825.0,12.3,2.0,DDR3,384
Jet,AMD,GCN 1.0,TSMC,2014-01-07,0.69,,28,56.0,0.5472,,780.0,855.0,12.3,,System Shared,320
Wani,AMD,GCN 3.0,GlobalFoundries,2015-11-15,1.2,15,28,125.0,0.7373,,200.0,720.0,9.6,,System Shared,512
Tahiti,AMD,GCN 1.0,TSMC,2014-03-04,4.313,200,28,352.0,3.344,240.0,827.0,933.0,12.3,3.0,GDDR5,1792
Tonga,AMD,GCN 3.0,TSMC,2014-09-02,5.0,190,28,366.0,3.29,176.0,918.0,918.0,13.7,2.0,GDDR5,1792
Hawaii,AMD,GCN 2.0,TSMC,2014-06-24,6.2,580,28,438.0,5.632,345.6,1000.0,1000.0,14.2,4.0,GDDR5,2816
Vesuvius,AMD,GCN 2.0,TSMC,2014-04-29,6.2,500,28,438.0,5.733,320.0,1018.0,1018.0,14.2,4.0,GDDR5,2816
Venus,AMD,GCN 1.0,TSMC,2014-03-21,1.5,,28,123.0,0.8,64.0,575.0,625.0,12.2,2.0,GDDR5,640
